uniprotswissprot,ensembl_gene_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30
P31688,YDR074W,162.053311708608,162.387268961743,154.81789242773,196.849840616877,179.363740013645,207.642691636116,255.017967725461,263.85893484769,254.774038492151,265.016273831007,255.776462770956,277.653805564857,224.605204171437,250.506140151222,247.196236945681,212.06518018226,233.386859203812,237.777955182677,206.125970006962,193.248885479475,198.656070774989,175.050327523476,196.830904881105,177.417811100482,190.642087480702,214.736166624562,201.186830006471,166.032002707337,181.309788820259,193.462992853422
P31787,YGR037C,586.538515861864,499.514352125238,558.002986492476,541.606341476842,545.428789018553,553.237301639606,488.282442681511,467.032475698931,480.33908147624,466.097091693963,452.080764626435,514.538281792694,502.012195676383,451.255276579748,495.814594553926,526.467348554123,501.70109629524,488.417883587636,525.604555859687,522.613859899477,559.707010412815,513.089400928039,477.418608222137,564.79643673516,486.772595898643,562.444805482446,1788.5023638304,525.413375104998,547.628094059977,493.387891512601
P32048,YNL073W,12.2438847665147,5.85875270966085,4.74108538478306,6.72287861060956,NA,6.59407370149409,53.8944355159205,8.78639462214358,NA,4.94750675917617,7.39970323270263,6.59237859938224,NA,29.3409296051385,60.0751018056725,NA,NA,6.15815144025966,5.61216062287526,6.1419193811991,NA,5.88811239318521,89.9401257445059,20.4606093287388,36.9387891836359,7.62533171604405,NA,6.10922486762072,4.61584730909721,7.39597436585017
P32074,YNL287W,205.114851458845,190.981023276697,198.530196161063,205.497303537631,207.600311941709,198.926279827354,146.560143440367,156.7315233336,172.33485071978,165.1235535651,183.0244956451,165.681479357797,178.514891864289,215.742566838826,182.904561575414,230.6514171398,194.977512143811,211.830223404909,169.810642695032,178.245545002263,177.148033613025,172.810731889439,154.281177649984,161.105282032306,185.125109330371,181.661567659649,191.032173978694,183.386054756777,177.010039661809,176.69779153901
P32178,YPR060C,211.446475437849,217.506179215978,207.438978057369,219.386071931143,216.228439896254,236.335051054862,234.84464302838,220.486294665725,243.063538023305,230.295538159767,230.723627349601,229.198519240019,228.138574582221,213.878645606561,235.37481456341,228.179302489119,235.494081635979,213.600969255749,249.260886140419,237.929899444804,247.889244732091,254.344453257187,232.037021362223,267.425351693804,243.972049435126,229.371526414264,214.675743406351,232.317380257135,239.360564178153,219.981078376502
P32179,YOL064C,1458.74375010443,1457.10891003533,1446.83460253093,1414.95795566234,1556.70411512475,1491.58391487979,1592.03643117486,1649.49794745389,1661.3793822722,1557.38535095777,1598.04265299505,1625.00418622481,1530.49426091123,1588.37157328986,1517.54581101627,1488.42519543551,1593.1886478913,1641.67517341027,1564.38113686467,1628.89746526571,1610.50791937655,1669.81958299097,1647.38595786733,1648.56837937451,1566.63876950183,1569.009394274,1757.8901983383,1533.74334385011,1493.42794238017,1580.82707430124
P32190,YHL032C,16.8389808207373,66.5266026215454,34.9071481477682,47.5654287084639,25.3324232523346,35.6609511609756,19.3232363074932,25.9999591129854,27.4656276380859,20.948885960818,34.9646606730141,22.8769860611198,28.4299787278242,40.6988267135415,47.9333827764229,21.1041387731902,30.4845369632497,24.044384236634,56.694814361731,11.1420378510226,26.7391918580698,26.6955881917294,25.3465620360877,35.125017373141,44.5713117655476,23.236763556774,14.3872108871643,21.7108004025557,30.8548445902017,38.167538876847
P32191,YIL155C,157.668590838403,307.28759677768,436.623909796861,494.348119278448,306.345626077258,238.594526637838,224.836080736165,185.84580968068,239.883529928425,405.676147414293,300.107222238481,205.930316994786,309.729517523524,210.874118533232,253.413488624116,225.887091457806,163.867136761186,224.537145360612,174.024755409647,181.738790942652,208.112655470593,156.813362476951,218.975345681683,222.806456219872,201.519772513825,223.560662161574,279.845553911243,149.61750980142,189.732934302261,256.479690890098
P32263,YER023W,518.468420396674,559.34215613696,562.410411565426,523.789543835511,531.234803127423,500.221839943228,457.429447340485,491.823031138842,519.672145273878,469.204162126709,436.686455141046,498.13018205615,486.369285339184,519.717606912765,480.882327597005,479.906009635396,432.428125508745,523.873117485899,504.48348936741,496.525601200816,532.685661130197,487.135075247069,498.017687233882,502.7579340734,495.691929094923,499.963690424068,493.295166517703,442.478735399177,478.144210085206,481.63781221712
P32264,YDR300C,132.370037331637,140.288681743738,116.563810343453,119.980922652962,133.614281104955,121.960510905808,129.640358444332,147.547248115183,144.097734404772,135.382353523678,175.621066376262,150.901986904014,121.065825034163,167.254706599415,151.408156626199,171.09228242529,139.972713317007,137.172292596449,137.95307926195,139.66068604625,136.575638692703,134.3175573547,146.522789497922,142.962455599938,150.116801835751,137.139918311769,138.589276764429,137.612284407547,139.744570107353,123.244627271443
P32266,YOR211C,27.6282145880155,22.5034294147593,26.5813123873122,26.8364482022684,24.6259016909815,29.785025334284,33.2285728581513,24.3003501415295,28.1593367076687,33.9827535060974,28.5757981408485,26.8191157642254,27.4740846098699,32.0940252966318,28.0092273455119,29.8898006701137,27.0326884499886,27.3083821251396,24.0089013699538,26.8257587683983,27.451060332179,29.0016809494722,27.0771339642854,25.717037643477,28.3496986353866,28.8267087837482,31.55006707795,27.231356098119,31.5855383716131,28.4518743481421
P32288,YPR035W,3989.8942960851,3914.31301556029,4020.79294672227,3767.2182285202,3775.03557549661,3784.64671793309,3675.11436540188,3709.43108161199,3649.58505044589,3783.97523027756,3530.97503108728,3820.02457179358,3685.90807411389,3612.10125164608,3635.7991528748,3700.43380250268,3803.58019386252,3874.74536037897,4192.36595423726,4133.89714562642,4200.96564904477,4019.35764370273,4225.6357434282,4307.31819700821,3717.75015178237,3649.59877561689,4067.66127986694,4039.61012047436,3976.74949076359,3955.97864663494
P32316,YBL015W,612.942601012289,916.912526660001,824.886028164335,943.821669175452,533.325951223464,527.893969279932,734.213909669136,671.741552151836,605.959419878634,742.708413124681,736.579897167856,787.420869983713,725.339600237551,713.636546158252,719.390529087056,763.020816841911,657.115830683229,760.976164520814,973.519352585072,930.18294237203,820.78732606476,943.965332112676,860.026476618396,843.441913925374,661.459422399398,814.079250465286,638.458399231937,591.099345467162,678.257684953377,973.06188035962
P32317,YEL052W,34.6546864021765,36.9613497339327,65.7243973749374,33.6788684934328,43.9786296470285,38.7023854643096,40.0216391711703,39.3428042274459,37.0904010289321,33.3748737393002,42.7194578172082,39.2916217118749,36.9388740137969,51.1247273715101,38.4425555918054,41.3923103276731,39.4225410016259,39.1174275939487,40.7915806823378,36.7221166840075,32.4762519424085,37.4609914034485,31.3372631159415,35.5824985856577,57.527422374754,36.317787685458,40.5447465968893,43.916469037384,39.2405866243295,41.8163785450421
P32319,YBL017C,34.5104830197001,24.5100645167901,27.9042766288083,29.7789724508435,24.1619360059287,26.6301986443492,25.312183728159,20.0147401716147,21.0371535457183,24.182070843716,18.8468599038831,23.6281120955883,24.1916308241622,22.1932763383428,20.4829395120165,23.8100211496923,22.3433406107718,21.856704997143,22.6141225936107,24.0056114362573,22.2921102112828,20.4649795277522,19.653704764335,21.4222714792928,22.4411564246723,18.8214844596313,19.7145685740566,21.5393124341086,19.4234700228318,18.5911109572905
P32324,YDR385W,15864.2514728902,15779.4027822308,15845.3854862546,15678.7296697659,16276.6988524375,15667.1172917823,16946.4334120611,17062.4554491495,17448.9070547881,17246.3901587731,17771.1434896926,18464.7224863558,17677.3869804109,18882.186809145,17725.5146418647,19200.7798761484,17869.8371001593,19244.7039008575,17420.7108232012,16608.5202375749,17087.328527897,17103.5018128441,17149.9331653175,16059.3854001259,17757.4124205739,17827.4364545675,17718.0582442635,17610.7760299178,16734.7135484521,16736.8608947863
P32327,YBR218C,311.710005044002,336.113700933031,335.042665721035,320.400292212793,339.937427133763,356.096968645513,313.088431954356,317.898661990307,335.174525880119,333.022789655592,348.541423506075,335.505337705157,331.485685506999,365.202783122868,330.762155764086,363.424210809815,342.104607485493,346.478839068725,291.833660720172,305.929109246574,292.16175643124,285.729892855655,284.581237129004,266.690821565779,339.285474508239,348.086415998939,364.212827255673,321.180485939125,332.571620967082,342.760732070572
P32328,YPR111W,10.2084658726949,5.41137024668817,NA,5.03559594809733,3.5878321513845,5.84790591828378,3.69021252224267,4.52849811002795,4.52797538571761,4.20946459835292,3.47070395111121,NA,4.82812698443517,5.0923051918368,3.73766573403373,3.76299711370193,5.53177005549728,6.13187442434875,5.05724539291367,NA,NA,3.84352859534041,NA,4.28713131783276,29.8953313218862,5.11440510907345,NA,3.5110848560574,NA,4.7087849832745
P32331,YPR058W,28.2436602388905,38.9092548613197,28.9279150410709,29.0281749109255,30.9796544512144,29.7342231339079,33.1458242009822,31.7018564018893,37.1987593125443,33.9877296184442,32.5811180251291,34.3863659484653,33.2428631969922,37.9348194770089,35.0389444394181,27.8337465702703,22.9657351706893,33.3658781194568,31.6157934178545,32.6624412227254,31.0163704421419,32.2413452124209,30.0452661516513,32.2515111295656,29.3511104314451,32.5535258377934,30.1138240563523,33.9937746598742,34.7115614400163,30.655122759256
P32332,YKL120W,74.4904357648913,77.1066367691153,72.2351736809885,63.8531554613764,70.7989141697969,67.6762332780859,53.8740956608867,60.4750512944887,60.4942744231622,60.8267621227655,75.309735310641,60.7993511285959,64.3684365491958,77.8956208182712,51.2354113457865,102.719653351038,61.5346185830702,73.9809268932907,73.5363685537521,73.3238139686195,77.8846797298038,74.6837959519099,81.2733914460236,73.1380182434182,78.474079772577,74.3768020795446,65.6800593443771,74.3739134841829,73.5423574847664,58.3478075786184
P32335,YLR203C,126.688695862487,128.65445947423,130.867958311093,236.032366414218,121.733418788402,130.365529003168,129.753723748439,137.580673494501,128.611856400455,159.958225428545,131.060626571506,144.565296397451,130.598281562105,145.479724071401,160.233363181185,128.996564992792,137.739886162962,139.624056289863,142.025970222961,132.06058024047,129.603307266429,152.646484314939,134.810802895767,169.224566073088,140.772612775038,143.561814311344,91.7962951642909,140.619324815007,141.13621419899,155.210696626684
P32337,YMR308C,66.2325920262827,55.2361712312766,58.9164886548584,55.6679772341009,63.0610839073147,62.5433356787145,46.3097534438529,36.849912459269,42.8724366777725,43.3644369214005,44.3002931195549,46.3218144347985,45.8971868705931,49.2317624372607,52.2720400394342,55.6286596338029,45.9844743103045,61.3179805316361,39.4345096225153,42.8964734679891,48.1319823356033,35.3258838854963,37.031008226505,39.7588052575491,45.5770289944872,39.9526485968197,41.3234096983712,42.2758738288522,37.4985951702257,43.6115725874387
P32340,YML120C,330.936404535683,329.882055995035,452.923831190764,382.577709908159,324.028130806624,388.057982492545,285.785471556713,241.686920495336,234.45655539929,278.516007837525,285.741441009412,213.615578672581,325.921229845678,356.447388050693,280.212795163791,332.954350233963,258.262537852404,351.429823154786,294.307286923925,256.9718315715,305.226710251805,214.869045756175,354.989292026248,273.267219823583,322.317107963915,324.756925325724,243.191947785167,265.861969743306,269.351297217846,336.291897208402
P32341,YKL119C,NA,24.769491163678,28.273908950012,22.924415606195,23.9783096113388,27.2701657169842,66.7383949727293,NA,NA,26.8105874933173,24.0664229338572,NA,26.447255201182,NA,NA,21.4531767566142,17.7176779492585,NA,NA,23.8059569054118,39.7320932554218,27.0680751807939,NA,NA,59.9889428881051,25.5926666155046,NA,56.3692265429089,NA,47.3767876044688
P32342,YKL122C,543.527093457749,471.11255628472,563.681420330718,568.79812099501,603.80607719477,535.122147875303,450.465629547423,541.226018462454,547.0248147591,626.899103435281,458.535788754891,539.594473760578,528.082165139388,495.876687273472,513.263084989691,558.6025211269,458.121065221746,496.800953212477,574.756267766768,556.452961157985,496.100544523357,566.484357509744,558.355386898656,574.001260806086,535.25531370647,569.1282718513,521.575250398223,523.680759442266,560.5563001621,590.228527074065
P32347,YDR047W,134.686671880462,150.554969821231,155.805917144251,140.6453771498,152.622116865672,131.881658217161,155.296271473977,150.612364036451,171.758386044863,171.022275961797,178.269575546067,153.358134792707,151.544908576559,171.125438344222,155.189875795985,155.088758944094,185.986941174512,172.01485198247,155.683993250631,160.155867818828,156.107610253518,159.297519754838,170.214698528433,179.92212197957,159.766782938009,165.862948647297,175.388241692188,159.961855537838,160.966925748625,167.39622574608
P32349,YPR190C,10.5111156426932,9.75372728100119,10.0527165748726,9.47559221958865,7.32599770304758,9.34101096461883,8.49321281395216,11.7933930527749,14.3065307690323,10.778045829248,9.08429130067393,9.61998441275096,9.76780560696428,12.5440340139243,10.0237727603749,11.8922015797863,8.36362072524578,10.9939624509044,9.64802175889921,7.98475953489093,8.75929914506636,7.72980264149251,8.91788997116084,7.62831380827438,8.65999021992491,7.77368809349684,8.85454817809308,7.69247087654274,8.22775971971027,11.4798756563575
P32353,YLR056W,103.173766332907,101.166443673976,117.65914496877,93.5460426641034,105.959533825364,108.086302726429,102.328189898656,89.0277046188462,92.9006320782803,77.4563296291478,79.0964551465311,93.9491777331917,104.624285475837,90.0542533279155,88.5086223653372,94.5129637363859,136.955140725928,113.176111010158,103.02912432141,99.3309541597568,109.088349279589,92.1030353867744,103.839050832189,106.639686782212,93.8999319686195,87.4395506257554,91.5074392447917,96.4860980161194,88.653072977843,89.8989098523955
P32356,YDR001C,65.8994542040601,68.5298386143718,60.4325404089529,87.3494218688942,51.8282795161103,61.5099110897849,67.605207638917,72.2174945913212,63.1951817422772,73.2887649555028,91.408061093767,74.9251304820517,66.4318105725533,59.9801359813034,81.9541229012216,63.0855665921952,62.422155358258,67.4640138184952,61.9610147354915,62.8753101895951,60.7389586468205,71.8817583669058,59.6911092900889,61.6327839803946,61.2764799335363,59.9862965462945,62.4045832579163,55.8625458047267,66.3145616901685,74.9497088241668
P32364,YKL079W,9.67594586767201,13.5099120782708,7.47397692040568,8.34317086915371,10.2394998950444,8.40483391008093,8.9553318268184,15.2647661916087,10.7525829243942,11.137721700089,12.4362013942296,10.7705486723485,13.9495606498998,10.3735485340759,10.4282997043101,9.37543552831401,9.45363895507791,10.6284108851873,10.5933991223852,10.6065456988705,10.75673364883,10.2871943873231,10.5204042073607,10.6766561707276,10.4813070381147,14.9350968643915,20.2845018923461,11.4883387194625,10.5585372797411,8.47878782006945
P32366,YLR447C,925.626281348842,1036.70492810265,918.128275988471,943.107972405282,1005.71745409598,1064.23459972655,1135.09481976202,1095.95305361766,1120.07408675712,1174.44703718457,1133.35845998268,1113.97548177027,1024.13772514828,977.117032958706,1018.37666598783,982.906009751486,1027.05433964767,995.753797771873,971.678029708683,957.34939220521,930.508188099415,1019.38681656973,1031.97091146203,1018.23993476749,970.128839665014,1003.96483023783,1037.10131850679,1026.53896382432,1025.29821500987,1034.34358965507
P32368,YKL212W,207.964778323648,178.232705658152,189.189261238381,190.882533257222,191.140485815081,175.25620517486,136.999948495456,139.743332391354,145.410944804766,129.129091945162,131.270760781231,150.475935687777,141.158746181814,164.071294689184,141.887065890288,201.181813555677,137.581346257226,178.907315920014,151.713141912617,139.524082946257,150.471545283274,138.705972316695,136.228489981893,128.105237630044,129.65628627905,149.089240575458,129.947303391851,141.273059198187,142.770937350568,143.01547949361
P32377,YNR043W,1278.12308863493,1259.37277900316,1192.28491689271,1288.89591174816,1229.299933943,1241.28512388371,1320.5980379241,1335.65511782901,1342.44344027388,1321.32352204373,1393.84288946175,1329.97388788968,1221.80412755707,1369.42111971236,1228.21223823817,1363.78907339073,1283.72605917149,1431.92047016714,1339.79211306614,1277.1591497846,1342.8345196024,1302.8707561852,1321.83548585918,1354.85927752328,1272.57150247899,1225.32996940431,1392.24534910662,1261.80860958906,1302.93393374913,1337.33851598776
P32379,YGR253C,1806.01933757494,1702.45793889046,1671.1995462153,1994.27172599847,1683.60464456341,1641.80036181917,1611.51549356965,1539.97317830717,1599.21702799056,1463.73262263746,1550.71683631908,1664.69230847697,1751.08212025625,1573.97191726808,1563.4833968968,1566.53635154309,1581.17097690247,1552.03440604667,1638.62703753867,1547.71578964195,1744.57648200045,1773.97143325969,1521.0407502579,1733.28960586065,1489.23966595874,1546.53130393863,1656.34437536106,1743.68429071862,1493.29927590672,1570.36844638968
P32380,YDR356W,1.38486027451383,1.91141693365432,2.14664523078761,1.4035229623948,1.54243259919839,1.4190454388365,1.90339900327564,1.58893825626737,2.42306824683978,1.79322325481621,1.70439403981153,2.10256535954275,2.36335065275847,1.94847764360172,2.09134629352627,2.10288431354706,1.73338484496119,2.31770739845369,1.89467802421894,1.68084481079567,1.99189109935924,2.3831967740741,2.33686660689809,2.51231315982842,1.99687040097259,5.72507765227703,2.21074774802774,1.88229698761646,2.73811792765629,2.11952456285833
P32381,YDL029W,517.685005399586,535.689330380499,510.695038979404,506.233513530848,514.625906375123,516.190039807655,528.196469414753,575.031872449892,570.057266135037,572.953634148255,548.253403278048,568.885277592497,547.996194341602,535.719952103309,494.789893781961,585.612490985373,552.75290387224,589.225006255972,519.561152843394,532.177076921645,556.058405537679,565.539995256816,568.681126353748,590.716477645232,535.149361078366,574.679458124842,570.539563659461,535.434030628456,538.802995902169,586.21183233468
P32387,YDR405W,43.3950256095861,44.8405677748312,45.0234134865426,47.6054456223132,41.7266649586071,41.97492456975,39.7933768400726,40.0500385474643,38.2152955695796,39.7183229426558,41.8700994321347,39.1429644290818,39.6019655593407,38.8590219667009,37.4058203988569,35.5758783253949,39.4264218990869,34.3895184114646,37.0787009671902,40.6695229308497,37.5873587133064,42.2467395666204,45.7842110617129,37.6337814892896,36.5075194644593,36.5406691898279,39.9788131340353,37.5445519465037,37.6984963974342,39.5567898223999
P32388,YKL167C,276.513673434827,281.261032125113,275.95741804437,354.809275536248,375.174162650093,246.440067503436,243.617853004355,273.487591786966,244.938507455611,265.883211418244,260.302662943026,392.612192811446,291.49332582494,443.522234151167,253.061508435167,484.563712557844,364.20614371032,281.648228039096,342.715860238004,249.532996092164,358.105784159661,308.978971209458,308.962335388513,305.959398232582,205.352316491274,351.03959593184,238.106970278164,273.483791158483,254.296279394946,238.522472286448
P32419,YDL078C,327.569725404977,309.63215307769,299.5076650284,294.56848093783,298.774468753165,310.75357688662,317.325604907551,273.508631406217,323.10126299532,330.789891583354,283.258602610964,279.241024518534,271.127110932551,282.572107189181,294.398857020185,303.930672271287,285.144046116617,294.450880387337,294.225600994204,280.97704299868,305.069824637676,292.802987429809,277.350747488653,306.179181567339,275.793982241085,288.612799479087,306.993881461136,285.989894353962,292.201040981281,290.329167994
P32432,YLR403W,3.88698468993071,5.03288689823761,4.35236867692833,4.30873101739726,4.52658944293252,5.32967324155329,5.73110858933238,6.52476749595247,6.04901275713372,5.25322180889426,6.37683428281842,5.47508666263254,4.83270241784049,5.83914401075781,3.91747382844009,6.06742340464126,5.45168721194527,4.91163871711994,5.27237088143926,5.46800075434261,5.10184071431342,7.21826965127899,5.07259741081731,5.22377406504035,5.45921093483386,5.8381759980401,5.7658211024425,6.13852367054398,6.08893623799565,6.1288502823492
P32445,YCR028C-A,2988.63623265013,2688.88440431307,2925.58892169967,2896.65987583174,3038.12756428589,2778.59235864584,2389.82432101462,2588.71118670155,2270.82477124592,2337.48995420061,2351.5805498488,2499.39964863783,2505.42839670611,2314.81350736217,2480.31191463492,2422.23909126995,2411.00405130223,2271.66623025777,2724.35625031783,2564.29485930486,2588.18153580116,2494.62155394248,2533.39233894875,2532.38659151983,2341.33869534253,2407.06943301607,2352.84030831332,2545.36428362943,2688.35937704259,2738.31451204856
P32447,YJL115W,68.6773539570091,68.6494209342846,80.2517713847173,58.1976901009695,57.5551869679294,51.3665669429045,74.1164013199172,70.1335203044326,76.1856829490237,62.5738539928002,80.740641955864,72.3403502392109,62.0435734707223,67.9536086609252,70.5835830585223,56.4582488906863,65.5747027659845,59.9848415716569,73.4574280847395,72.6074810459039,64.6501609620715,76.5023805975696,66.7271796394893,76.0235634662704,68.586201356347,68.1472990766659,63.7473734359264,66.3715434092328,81.4992690757241,67.2438559343569
P32449,YBR249C,3784.85236669071,4060.92074080112,3792.30270808871,3800.64263394224,3984.87910088242,3825.11601196375,4169.55095003597,4160.40818819952,4150.94989033721,4087.91158451848,4154.61388201882,4431.38286210553,4042.02216396103,3892.08540552575,3965.3665639834,3896.55549245315,4095.00412644261,3930.66327649518,3933.66051378683,3935.0359661181,3890.34903884721,3867.07751214606,4103.96178656562,4159.70439456253,3843.86212775521,4028.14689042888,4055.59535651144,3979.13732236316,3806.58547855684,3804.39102875432
P32451,YGR286C,248.593638003386,323.759348361785,298.837082746093,255.107994353052,298.573489606056,290.961816555521,356.202512762842,379.133582313315,391.407927476836,377.151553904311,377.93442407337,381.754926811377,369.183184952586,369.660032809981,375.766275273623,339.873240174077,377.071318793321,334.280229512731,417.322568680427,369.770224686933,366.672617791515,428.328077566293,363.070714236591,401.762919988257,426.04331345112,430.755478891027,455.155346825855,482.995114087563,456.889791868543,425.152946671098
P32452,YNL316C,124.680339341181,96.6437547768088,127.098063599718,240.974809257426,109.832325458366,110.066198764356,125.734500712976,117.005922847073,111.758649837453,101.766579480267,102.228114322898,141.686087125617,100.596689678406,107.246960288217,120.813729754729,116.978200873829,119.114287986085,124.73044969615,237.474894475581,111.429495383786,130.09927205756,114.474076784161,135.381213218769,112.437530515198,107.686052078855,104.910621983163,NA,91.3560437914311,116.754021523921,120.492873832864
P32453,YNL315C,131.123998128314,139.6525508919,137.375770995072,152.826701031324,151.066541594515,140.230733614634,142.956943464343,144.579912932878,116.265842177554,138.644459853868,126.531278388,126.370806151308,131.541853084237,120.41979313769,140.201945204544,118.653247992278,119.674046259505,129.441113199384,148.037766546531,132.28596868864,129.569529523215,134.452424518515,129.167455694167,143.727989062781,134.668979529533,117.437736511521,148.601357300067,127.413838616571,127.949929508686,134.676704754167
P32454,YKL157W,318.953320560763,302.832608187252,319.742171453996,331.169123544645,303.797782816636,304.667024534374,318.776645178659,329.741293101186,315.277129331379,326.931639935695,332.505951239426,339.499198473931,333.569632907729,342.027306476618,333.84477802404,363.441149208071,347.098378515632,358.625409654379,344.698862444781,322.823825978928,341.467287115547,347.087665217057,335.006303514749,329.133332730412,349.827229469648,363.017899799949,342.817471503041,361.349205014805,366.949152450495,333.110516969947
P32457,YLR314C,413.360876926572,427.654530580971,373.985329487207,399.298846471053,398.079795975776,398.80631487337,451.187320375769,434.609174318936,486.378674955657,453.860619683585,446.836568851605,464.436327507263,445.866341578054,461.846642128421,435.832235889315,426.671476700727,469.733689389991,433.872339907687,433.940232246402,420.65004599111,431.504414425807,442.593171132183,432.855715191936,446.875058030869,452.655495292588,442.546646401693,479.600177616579,458.652742215392,449.173271560791,453.990025977843
P32458,YJR076C,255.873580284343,198.951188215089,173.071175639381,224.038417433431,212.761715982084,219.637971894993,243.569051600859,259.145881833434,264.771436139845,258.628851322799,273.394299882233,254.541005109634,260.378949961984,299.696961898146,252.007520355498,268.575242741716,276.257490191878,251.101707663954,245.919558774484,229.100532409541,234.296830657127,276.096401278063,271.4847442402,281.218872507347,252.1704440967,290.942717217772,255.915174573088,277.884724482684,279.190987742411,286.428422943798
P32461,YKL191W,23.3779189143708,18.4510943263778,17.6405836496915,17.1798140029761,22.3619913876905,17.8225471553467,22.1669688942895,20.8704464488446,22.5992621739491,20.9615026995698,24.574124258514,23.8386867358778,23.2085912777297,21.8592827240908,19.2821243963928,25.3940823246685,20.3683309150775,27.721248304163,23.1100849864088,19.8052494489825,20.4843754355513,27.5967359056093,27.0248211088675,8.22524907061578,25.516103675517,16.8519916958236,26.5896011998295,21.3749532957586,23.9414319712881,16.03143728796
P32463,YKL192C,1298.6975519274,1175.08166895248,1275.10994941697,1233.97025332287,1279.32011654104,1247.88823783174,972.645812069114,1240.67318313172,1052.95415369494,964.992233948126,1067.47573837711,1114.06987010582,1035.01196949059,1118.20277280364,1028.43800992652,1058.36318630079,985.607578471287,996.676113038012,1137.99634469881,1154.24736049488,1137.63726544177,1113.71444707659,1037.91716837553,1085.24083357079,1009.26416148476,1161.81767694561,1089.73978468959,1086.82596464869,1115.87767826643,1229.98987599512
P32468,YHR107C,201.610614797447,207.650254815068,188.812027310282,203.477073072236,201.822826956181,201.933053433661,233.413550776219,229.776891282107,245.946993941456,241.823178847545,242.531693750012,240.550150666029,221.581167721307,251.995413753316,235.349787227736,230.564585561374,250.341835912876,225.832436182094,254.131706277583,243.395856819442,248.961578191593,258.10145483293,244.948112617017,256.869147965947,243.39303072502,253.956127320027,236.501129699594,247.843248993991,270.034512723746,229.19320456337
P32469,YLR172C,267.774958400671,284.520694947029,268.854436376448,247.737566560026,248.096611843443,243.907492418767,271.089481026491,252.576706476712,271.89740025493,260.444955871516,270.01845778761,283.495452718209,245.27394772068,265.656883148461,225.653735890591,287.151316660303,258.240336321884,267.14764887701,278.713578518479,269.59845144611,271.785561065172,269.438269375092,269.198994517616,278.552010009332,265.861189123811,264.758871429631,NA,263.451943027385,256.93584955505,272.866565905882
P32471,YAL003W,17958.6659741805,17354.0774284646,17473.1641180863,17323.8850066284,16401.7950616357,17447.8767414984,14486.869391948,15184.8245535449,14946.5990905964,14886.6700402655,14708.8789048888,14857.4819024479,15026.0483338681,15350.4475637562,15448.2471940695,15097.5545291047,15543.7512808672,15054.0287082886,16539.1298318816,17456.1794738679,15507.370362601,16073.8084575817,15184.0996200141,16834.4044272315,15837.7191187247,15892.9406426999,15556.5713886397,15840.7908331839,17083.6684691647,16372.1642182137
P32472,YDR519W,299.808626927674,294.4762712812,326.613086444445,295.694483399978,330.825984260052,330.318117092767,274.054789664479,272.019632589509,299.624854541647,280.417341544523,237.108221391684,284.866430254913,269.457309904457,249.062913627538,259.48306127219,234.453998398731,243.44677475728,235.914675872631,271.160680531178,316.029171784939,341.296707821737,265.0458508395,293.219908757625,323.711389616194,197.587654327355,218.363422931136,NA,238.805476615323,213.277338298344,245.912604899235
P32473,YBR221C,4529.17450794767,4978.50446717134,4676.08829710048,4671.37966366811,4585.45237525643,4647.33304819587,4882.12446507883,4715.71684401573,4719.32297707138,4556.95781683843,4471.81782987091,4544.22646391893,4378.87728665634,4207.39680629243,4620.73663591941,4216.59315507413,4866.11922225841,4193.36416871547,4539.12442063204,4423.87539289327,4754.7160778539,4735.27564348929,4676.05900330827,4477.84161824637,4689.02214588973,4726.53872507718,4759.4353558287,4713.01077624886,4825.10199934838,4776.80539565144
P32474,YDR518W,7.67687696566763,9.28083989228116,6.80990958356802,8.2689103325221,10.1753246579463,7.46127262008955,13.1573018697901,9.80502778821839,10.2470729750526,8.96930839721418,8.73053662794613,10.6294268119233,10.147191544081,11.7461617734339,12.0843638308354,9.64613787727878,11.9640988705007,10.2683829098374,10.2025438117717,10.7299368323715,11.9466383371539,13.627039058628,10.6737670463255,14.5417899398586,8.99145008293132,12.7103294329175,13.0939120079772,10.9633124363879,11.4779181901969,10.1505388607704
P32476,YGR175C,598.719815266553,506.292175878809,594.682414126327,653.895925635067,562.172947398833,554.534147525937,386.555738986311,366.040163668103,358.658600782544,399.486887110536,350.370827214273,410.97480902101,385.374540098049,378.326200469518,380.709972814029,361.770488243276,310.13650131944,427.715046311205,357.964860798943,369.953562180822,375.058221489807,326.394000878093,282.260670198155,313.993850647237,307.015812118302,320.244275747466,306.572514201884,285.62708167245,304.051188504678,304.440125982894
P32477,YJL101C,63.4689286491005,53.5949154971879,60.2908725764785,61.0691817990133,61.9705224740473,73.1026416785096,66.4644837375583,57.6604673139892,58.0820437470583,54.0632902166007,61.1826693894801,71.2338512522842,63.3742352311852,68.5242340901779,65.7545142654813,66.6537204192676,68.1502551214784,68.1532904055089,56.3207199192698,60.247500555589,57.4332874659297,63.6064920193909,56.8744319586748,48.1922033694465,67.5944812137288,68.6552831720425,71.0776154157899,65.0255031950033,62.6875196976037,64.3329398387317
