ensembl_gene_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30
snR10,0.300551155891,0.231487281413,0.23134593623,0.229932344857,0.224418193359,0.227064088965,0.227456970797,0.208328846862,0.183233534688,0.176434622665,0.19649450787,0.18444318842,0.200328416167,0.194507163185,0.209127973995,0.180688210988,0.256001782962,0.188258789863,0.202593231716,0.22457409258,0.231975845208,0.238315945785,0.258262759594,0.229744021187,0.225678156796,0.21765549126,0.218416722077,0.216048908949,0.228660431195,0.264244760174
snR11,0.145943693349,0.147707445613,0.149401099787,0.138509854738,0.142009590209,0.138414056984,0.127386528897,0.129901684588,0.11775404484,0.120650874388,0.123138023502,0.133710665161,0.136041959589,0.135232506274,0.127379688321,0.128882121081,0.132516759005,0.125035321386,0.136125827901,0.128127104381,0.128434336501,0.130747478463,0.135724858513,0.126229892598,0.130615506413,0.134307947798,0.133763747912,0.132706252461,0.141789830767,0.127191887195
snR128,0.125116544319,0.127108134674,0.139051637858,0.121595093582,0.117665307368,0.118061101789,0.124320249612,0.114296893736,0.119896424767,0.117579149957,0.121799141076,0.11877404479,0.119502572072,0.113663065678,0.125929967187,0.118473635432,0.120421679464,0.113274376074,0.128389189887,0.11770084036,0.126876543767,0.127516960036,0.136999212693,0.128295363549,0.126931137739,0.145790157452,0.119259375344,0.133160524306,0.119198864155,0.124025519951
snR13,0.152103269819,0.127743756008,0.131473125815,0.135833066687,0.142846260347,0.131916599407,0.116320810563,0.130252335364,0.144368359763,0.129421184597,0.132014600159,0.1412983336,0.129485398129,0.131130990131,0.14227356103,0.134974218119,0.119049758006,0.125608469022,0.146689268629,0.124015894453,0.127052575777,0.149425537626,0.140776398245,0.131572637788,0.134830275061,0.151151776575,0.16081199703,0.147167782359,0.136195697378,0.143978536001
snR161,NA,0.114297543947,0.115171679896,NA,NA,0.11895705395,0.115854160957,0.120334577911,0.121475552735,0.118084182795,0.123642634742,0.113913830387,NA,0.11537661809,0.117430955291,0.117788511961,0.115603912854,0.114442891342,0.120505316194,0.121482924762,0.11368348646,0.119768538061,0.11707681594,0.115505460814,0.119171798751,0.116404687782,0.119501244929,0.122323104258,0.121162379646,0.117231221754
snR17a,0.148954695792,0.15604927568,0.166174016968,0.164902967285,0.170390154325,0.150133207683,0.2269008385,0.138120520861,NA,NA,NA,0.135187591242,0.141323109905,0.139950083979,0.14574417358,0.12420954154,0.124592581137,0.127476477721,0.125736412139,0.12789124999,0.136235410722,0.143970688934,0.136427377355,0.163973999844,0.139345268989,0.12020070867,0.123114271502,0.127999763971,NA,0.13450576633
snR17b,0.141637743742,0.132770454117,0.127944700897,0.127023328158,0.143230199551,0.125312379559,0.156352392766,0.136849518682,0.127661202963,0.129779833859,0.134810753886,0.132990483738,0.139330495245,0.139027624586,0.139473927635,0.13214092814,0.128497683085,0.131019186498,0.120648427932,0.130200974633,0.13881345874,0.139687686728,0.132764465644,0.1599481071,0.13001114568,0.126556043186,0.132441622522,0.11690122928,0.126870038688,0.122013476155
snR18,0.222565433444,0.207458615148,0.185505490682,0.171818365054,0.201348416117,0.191894722271,0.220450662248,0.204762279201,0.17687351509,0.193861818376,0.198002566885,0.217183046166,0.192584507072,0.162681359593,0.196063322969,0.199812071439,0.182675680371,0.177192768691,0.199700466729,0.174872625827,0.184886308701,0.226531334574,0.185535833862,0.215405170369,0.167335433357,0.184527493175,0.162982502294,0.151558015938,0.165305940748,0.172707081762
snR189,0.120222061718,0.1192974498,0.122552845478,0.113765807923,0.119654109832,0.112322683907,0.122212075534,0.118170360989,0.113304324377,0.127457859122,0.113302257953,0.115962790729,NA,NA,0.115068480425,0.115698166728,0.113217014994,0.11431567563,0.115958488648,0.120870755559,NA,0.128448899446,0.115263813904,0.117248700257,0.114113498606,0.120303234178,0.115566815199,0.115606047565,0.114415941729,0.118499863578
snR19,0.142666223156,0.130878156029,0.135423139826,0.12812776053,0.134466623034,0.140428078134,0.142709784324,0.131676912037,0.129183970404,0.128295134936,0.130694303673,0.124977155707,0.128172960586,0.123282269398,0.134772480507,0.128260231372,0.126717518189,0.126811386093,0.125097821805,0.127591666014,0.127374177857,0.133919222566,0.140446990664,0.14621722435,0.133441459993,0.133552842028,0.127761727365,0.132980977,0.139764188951,0.130887086781
snR190,0.129591631918,0.112822378483,0.118355994745,0.117511908045,0.129489406279,0.128338595158,0.197546961959,0.127378138503,0.116466347974,0.120903476908,0.118414044633,0.116383631634,0.121631624158,0.117727047723,0.130967514022,0.118760048924,0.115724858038,0.117853987318,0.117659425779,0.138786425995,0.116979260538,0.124495791737,0.13950128697,0.12408226051,0.123645179175,0.11664384667,0.118531979251,0.116306633588,0.119161502259,0.116644930355
snR191,0.133720697412,0.130478163442,0.126349691748,0.119405485772,0.125391847813,0.133557262869,0.133604562008,0.132318287293,0.120778847195,0.124317307333,0.122831049685,0.132527678987,0.122603704448,0.125192126152,0.120751449263,0.125357834949,0.118440816106,0.118512134455,0.125928892409,0.127204630143,0.121136576067,0.125470968694,0.128132911745,0.133223339439,0.125548355679,0.117289621984,0.121487410921,0.119277204189,0.119728605011,0.119484054419
snR24,0.152877395003,0.142600406364,0.170483660011,0.15402866335,0.157137924848,0.145529862253,0.193405120858,0.160881142071,0.176710543711,0.169157042524,0.157545791223,0.172133839118,0.19508399535,0.179039736087,0.18457337907,0.182174940707,0.160630692076,0.197583712241,0.228968257115,0.208820658743,0.25628034048,0.182592405859,0.185333395566,0.258563448038,0.146828295023,0.155231301335,0.162333570933,0.162845569045,0.162778048047,0.187129195216
snR3,0.113453282076,0.116219125282,0.117914807283,0.113381215539,0.114558566551,0.115871511793,0.117391241947,0.11499124189,0.11711734279,0.116829014293,NA,0.116267433881,0.117749695255,0.114837385341,0.117883941559,0.112998377834,NA,0.114588122946,0.115258371727,0.114695621529,0.113732706542,0.121023572958,NA,0.113784479964,NA,0.113054705702,0.114472079581,0.115248098987,0.119424644729,NA
snR30,0.14792552757,0.140003338932,0.153477501159,0.138382927019,0.136441705749,0.136242310678,0.144401033608,0.127516312794,0.129753507736,0.135957999238,0.131864125301,0.126516623773,0.133109071536,0.137269661872,0.13561931947,0.128684881504,0.121597545976,0.131781376302,0.136043746927,0.131702932353,0.128749338494,0.151352231579,0.145760782166,0.145515881232,0.138173615488,0.147277234544,0.144274572022,0.140142228752,0.152091753068,0.137723871368
snR31,0.194395920693,0.172409460295,0.185785131885,0.162503430392,0.168142134409,0.138906456727,0.130559006343,0.14169098385,0.139400795227,0.132528222314,0.13479776748,0.142973140562,0.13394017183,0.163868834895,0.150460614158,0.14214233123,0.149754835354,0.13105264119,0.154869567282,0.140050519311,0.164084001294,0.165988525724,0.150599812754,0.153428711582,0.172795688598,0.158131040503,0.167945052189,0.168735120903,0.167430859986,0.162658266711
snR32,0.146272530882,0.126928388445,0.140236518254,0.131667155903,0.128649505869,0.117834498802,0.128839551559,0.114444191764,0.123681602867,0.131325988113,0.1188390362,0.122340502598,0.118354706199,0.113484314064,0.138879364602,0.128314252327,0.129054836718,0.114650525388,0.112479904333,0.127623333368,0.118305052643,0.137012555379,0.117761544534,0.133190632935,0.120493060162,0.126257916989,0.126721861836,0.130308229758,0.117161435409,0.121170482047
snR33,0.291745090015,0.283818919948,0.287400115872,0.258866461209,0.215715306171,0.226502407607,0.177769339584,0.202259783326,0.19442069106,0.195397465339,0.182848007069,0.226670788504,0.202217080199,0.210592540129,0.219159571815,0.247860443527,0.239132878011,0.239599560276,0.249109953115,0.205346159772,0.244130007849,0.285120087167,0.308370533997,0.297935158115,0.321809771877,0.269806831332,0.24311229106,0.26550027308,0.236378435765,0.236832452276
snR34,0.12618095754,0.129618952656,0.131261590503,0.126397504524,0.12941832545,0.118333774749,0.125955898433,0.120066227815,0.118532540392,0.122302555809,0.119998003164,0.120584820076,0.122363087781,0.117176123052,0.130212004468,0.121544017875,0.12152802981,0.11386367507,0.11928477217,0.113765766357,0.114992301823,0.131039969498,0.119228396798,0.137284391081,0.116702766475,0.118295346982,0.119246032658,0.125457860559,0.116662441517,NA
snR35,0.130132387764,0.13034043747,0.131339571288,0.118533205448,0.120600585466,0.132350209981,0.122991343026,0.115188742739,0.124696484261,0.119635443729,0.117623486034,0.114300275427,0.123112359466,0.116461651016,0.114904849928,0.122268302456,0.123772130646,0.114622854308,0.122400517964,0.114838644197,0.116701213688,0.12382600612,0.122124635515,0.118062651607,0.117726673629,0.121047268547,0.115371656891,0.118476749913,0.117106520785,0.118197381858
snR36,0.159719847411,0.1625094634,0.16475257259,0.138048127734,0.128066994007,0.139992264562,0.131858953303,0.122806513869,0.121265917583,0.141316521694,0.128255537383,0.128828854252,0.132621956613,0.126322207715,0.132821131978,0.128003837439,0.124365357629,0.121725106092,0.120774717316,0.129427594668,0.134894458903,0.129980968764,0.129009363514,0.130793604847,0.128419536036,0.148472889441,0.113741001928,0.130304479911,0.13695183636,0.131558428154
snR37,0.139121869553,0.138056945664,0.12942280864,0.129013814045,0.135786450418,0.13462826727,0.144554308233,0.127319937196,0.122194436705,0.134277785727,0.129912610508,0.129269403379,0.125526438521,0.128436296041,0.136048699219,0.130904298074,0.127118247088,0.12532555895,0.1375758014,0.128068641802,0.132064206211,0.148587647229,0.142029016376,0.147346922912,0.125164235366,0.133436783818,0.130361743014,0.125089900513,0.134878031426,0.13832381126
snR38,0.133005426715,0.131042353605,0.139171273713,0.120856139172,0.147543800271,0.132854049281,0.142987445204,0.145876766151,0.119224869626,0.146432940014,0.138359335345,0.138741056706,0.132920578633,0.122391575336,0.129230470882,0.136884808216,0.122810643748,0.117753041318,0.141657956694,0.114846987087,0.126371840488,0.146603381397,0.134507794157,0.149671171903,0.117897014066,0.122068162166,0.128877685395,0.119685919698,0.134102501905,0.128474869289
snR39,0.225478530143,0.189379109354,0.209920545576,0.195100874115,0.260593807595,0.191909712752,0.290569104743,0.220875413326,0.228802773962,0.280995763166,0.243744780099,0.296576442769,0.232355408106,0.225865940108,0.230077986183,0.228405204079,0.227982569898,0.201319138808,0.325816422532,0.230626155622,0.287529534582,0.31777195266,0.258387626827,0.290956778949,0.211591875839,0.191783821214,0.227222877023,0.220007245067,0.214560899591,0.202611416841
snR39B,0.134460690972,0.148859334481,0.143455632752,0.134642625354,0.128222468661,0.125893077362,0.130143960926,0.141958588727,0.14264242959,0.143358555359,0.148918085053,0.145364257371,0.135501263123,0.136681698926,0.138302110839,0.132283745947,0.134091276116,0.131046869454,0.132813899494,0.126266182685,0.12453322192,0.144251951211,0.150718296637,0.14481671736,0.12009260738,0.136589674771,0.143528085259,0.137737974118,0.126505406891,0.137754092819
snR4,0.262099838783,0.296168282463,0.265953725481,0.284289461913,0.234235925202,0.24159979339,0.230990677566,0.239184161548,0.226649450301,0.219755301665,0.254297627435,0.246541708735,0.23701729034,0.273631805908,0.245079404979,0.237899029898,0.290095596747,0.289445866725,0.337400124482,0.267144965475,0.299692509215,0.358284263467,0.330066329295,0.340852240162,0.307748383016,0.339054852097,0.283222807097,0.300214382221,0.311772001506,0.319461337412
snR40,0.136172530271,0.115464476738,0.126531563781,0.126893766936,0.125223205644,0.128354223974,0.133856748868,0.132563995795,0.124296001789,0.128232429656,0.128888881494,0.124002970396,0.131742981194,0.128669332851,0.121063197232,0.130595985238,0.113705584727,0.131609512768,0.134227980752,0.138321447936,0.130776589508,0.138974476517,0.123113986478,0.145976741288,0.124316170206,0.126174206034,0.131013794794,0.122992417804,0.135512705649,0.112500247921
snR41,0.154398538401,0.217727715154,0.213832612798,0.176602397886,0.215039971493,0.195422891855,0.164669072434,0.147947079541,0.163172075913,0.141782001514,0.147948421529,0.139908022156,0.165011012164,0.168111334003,0.172213093604,0.182893180404,0.167074018845,0.199082790031,0.171888584873,0.166575517807,0.163047621371,0.183932021628,0.179113563241,0.172145076783,0.174694735223,0.175540906161,0.183477334123,0.196155869668,0.194434105002,0.206017566463
snR42,0.154127044134,0.134831922856,0.152884244486,0.126857821253,0.128993767357,0.13244014396,0.122258801656,0.117350602275,0.11466833345,0.123709199722,0.120317233013,0.119333653786,0.115243304052,0.128702597527,0.119456926666,0.119587022308,0.117848485761,0.11672650363,0.118365073947,0.127912193316,0.129520886586,0.130547646949,0.126989395457,0.12272400239,0.11217933168,0.127308868764,0.122762157009,0.123724893856,0.128889929551,0.122233963002
snR43,0.185518747267,0.201237054865,0.167403141402,0.18608795504,0.163152860545,0.153924092201,0.14494557196,0.138327442347,0.15248190342,0.160840849772,0.149289548519,0.138971344222,0.151761549795,0.143011737562,0.163886078847,0.157637459098,0.157174787952,0.141298197026,0.148377474688,0.151563796581,0.153130148942,0.152070889905,0.158010421909,0.151067970612,0.150426022339,0.148648021844,0.154051506836,0.134586003555,0.151376093432,0.153402608134
snR44,0.45790183489,0.385967575747,0.421715288796,0.452413267265,0.398088485588,0.345122918049,0.398947007566,0.379926578168,0.385581252436,0.407921869999,0.400340219723,0.440918673912,0.385611447166,0.314658163437,0.33854969753,0.338285079467,0.316592389743,0.267857611576,0.372581569068,0.385310087728,0.320276503083,0.377446017265,0.39341236403,0.349186923846,0.326606375455,0.301213352744,0.300425982851,0.297410544722,0.327649328744,0.30711606321
snR45,0.119282955142,0.116870123067,0.125454995474,0.115741629919,0.11349569721,0.116673904826,0.117832447223,0.127515891196,0.118176999673,0.123873804051,0.118113332437,0.128292278758,0.118493432724,0.117293567785,0.118580546153,0.121815616057,0.114434112009,0.113047847312,0.114984849633,0.11235643253,0.117562856085,0.123764426091,0.116271819094,0.123964043837,0.11346707605,0.120071937202,0.11590946452,0.122290685747,0.114976779891,0.123899218691
snR46,0.133140593409,0.130942126103,0.139781842625,0.131059211587,0.137962760077,0.13137706382,0.14015874233,0.122730834059,0.123365333111,0.132846234873,0.140428419569,0.123409936398,0.122085112187,0.137575243228,0.13908933822,0.13787760025,0.14648084186,0.13459020469,0.140016147198,0.134489136961,0.134178451894,0.142907971012,0.148483536275,0.152040870346,0.129045846586,0.134815643829,0.141446412475,0.132731545372,0.133111378449,0.127529052773
snR47,0.128697704615,0.152305075718,0.141413227962,0.129272942427,0.13593373657,0.131721179827,0.149379556723,0.144217727548,0.148463136276,0.140148822901,0.140837449792,0.152905113587,0.132042680961,0.144782348216,0.135443928764,0.136608296339,0.126817656621,0.156433470218,0.129490326669,0.1406876103,0.126848673764,0.142328763647,0.174714743314,0.139534127079,0.15044576322,0.151297055683,0.123582266065,0.132581079421,0.122768890701,0.139149472346
snR48,0.120272680199,0.138902564368,0.122470880295,0.122306183927,0.131555281014,0.117600877099,0.130955439099,0.136048378567,0.1351055934,0.119567162667,0.128143154795,0.132846261594,0.120482662724,0.133948378146,0.13307785547,0.13245291066,0.134335660444,0.127178048686,0.140309463615,0.122346001186,0.120201516238,0.14927205814,0.137923438641,0.131090392025,0.130307537981,0.14067766415,0.133217247051,0.135313182911,0.133320407925,0.125121600526
snR49,0.345041962326,0.322053684134,0.323722048366,0.27859466161,0.235231410119,0.233829792723,0.169748586084,0.201941340262,0.171073630001,0.197548191125,0.174053977519,0.178977776026,0.204591517166,0.179603258225,0.190643698493,0.197575265436,0.173914170278,0.178958620038,0.22459793365,0.188328677154,0.228708181622,0.200996957773,0.221037577137,0.192355843599,0.236156514891,0.199564652793,0.200294875374,0.213869998446,0.206851294322,0.22300598554
snR5,0.165924632844,0.147384777662,0.154518744304,0.138157746183,0.131191477568,0.138571280379,0.131946081577,0.128329293281,0.115520721474,0.121515545165,0.118392926136,0.126733158881,0.129997307171,0.11668576895,0.12350152411,0.140594695445,0.118054822354,0.119135784781,0.121700303066,0.117487202996,0.119749756167,0.131818764919,0.124332790668,0.13911882039,0.140066543004,0.121955176871,0.118971976144,0.13181404124,0.124709589427,0.118976747327
snR50,0.140412817474,0.144159312473,0.134473110299,0.146676870085,0.123997724173,0.139115094295,0.12782017213,0.13909287133,0.131434178473,0.13228275727,0.138541284572,0.133791715892,0.135045082211,0.133553118145,0.128241838417,0.155462420171,0.132980896837,0.139875422536,0.155078406742,0.127455629403,0.130769950824,0.132341745362,0.145364334565,0.132070435173,0.131179126528,0.129194020469,0.133974793339,0.147895623802,0.146285312427,0.132744508026
snR51,0.132883581924,0.133079717033,0.149873568633,0.152457406201,0.140705314447,0.163415801123,0.149527139775,0.153628073994,0.161279044482,0.15052574808,0.156921208631,0.154504056661,0.179462058523,0.142240198377,0.162103170595,0.17469824755,0.200919558912,0.185593292919,0.199541678671,0.172695048405,0.162676733891,0.187414738791,0.196522374904,0.161135303316,0.199076531379,0.220731802796,0.180143449961,0.229109207421,0.191840472703,0.201748818426
snR53,0.120313830539,0.114345635809,0.115407846032,0.113338224419,0.119181014527,NA,0.120597280969,0.123026650374,0.117530434605,0.142547222667,0.118291160692,0.117299909569,0.113097052549,NA,0.113488212361,0.114916500284,NA,0.11339973913,0.121931347677,0.114281095687,0.118849199087,0.116081740745,0.12305166123,0.116129998871,0.121959719441,0.117056956299,NA,0.115019429576,0.122591445447,0.121555151625
snR54,0.171179807379,0.141678297313,0.148494907545,0.154797643257,0.180232157743,0.135364790069,0.17657040988,0.154874869916,0.189028874238,0.173466489613,0.179338521402,0.201267582123,0.167509746316,0.137740690753,0.151760944119,0.152750609796,0.147715307525,0.158786096911,0.168922761703,0.143342172417,0.184324410606,0.169875976967,0.162022767106,0.18370646076,0.130591522831,0.154651716907,0.135736401985,0.14192639586,0.143301984033,0.135843443342
snR55,0.161203563595,0.154084732915,0.161215332711,0.164212170055,0.150294338282,0.154055289342,0.141938542039,0.137669847444,0.139757606678,0.143221577575,0.15208512626,0.144243926004,0.132986849682,0.138405010441,0.148648517667,0.121526233565,0.140917473249,0.132584716446,0.149537014669,0.139479093695,0.137483771307,0.14085702144,0.136872659068,0.133478367632,0.139976784196,0.142247392264,0.128208591555,0.139053178769,0.151812646285,0.13264978505
