ensembl_gene_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30
15S_rRNA,0.114074200922,0.114867045651,0.115919235499,0.11692138879,0.125528594015,0.114155581212,0.151553799958,0.115099470847,NA,0.113772785073,0.11235667005,0.112847727805,0.115718269827,0.114974948018,0.124471632984,0.113975505424,0.113856095213,0.112972345642,0.113811972904,0.113760573576,0.113144746565,0.114856826353,0.115295893949,0.131409696099,0.115208920063,0.11319238417,0.112366132253,0.112381476045,0.112680893757,0.114351603499
21S_rRNA,0.114484911599,0.117137285563,0.117035211343,0.120279615783,0.127905896067,0.116820692186,0.156821117703,0.115159857338,0.11386735663,0.114203889811,0.116306995806,0.113086088032,0.114333059125,0.11541203826,0.122430389073,0.113661447573,0.114315577653,0.112976754607,0.114487037403,0.113274257314,0.113332892095,0.116402648079,0.11804937127,0.130618478382,0.116183289452,0.112784289182,0.113346398076,0.113764869719,0.113115255488,0.114669823888
ICR1,0.131430018904,0.127331014535,0.130836254532,0.12587532868,0.127162577227,0.130044380666,0.128774809545,0.126519598711,0.126636452613,0.129482087694,0.12982965071,0.125074227162,0.12687902882,0.126834087067,0.129011703086,0.131074911659,0.127550996652,0.130892579431,0.129458965122,0.130537754241,0.130385364378,0.128893655646,0.124604231493,0.12859727819,0.135503092027,0.133772509431,0.137144423514,0.136240324417,0.132878329763,0.134152202965
LSR1,0.153298425924,0.151036686259,0.158769954458,0.146061553742,0.152466684326,0.144147065348,0.190967438253,0.156352152277,0.150858700647,0.141379232912,0.145611690862,0.146587583348,0.131055628004,0.12963898153,0.13862085971,0.123937132821,0.12776987727,0.122302104521,0.137571920917,0.126198676532,0.125907269182,0.131733091455,0.130627453669,0.145963986464,0.133814826588,0.129444161688,0.129183916962,0.129317421016,0.13715072967,0.131123436995
NME1,0.151062673916,0.137711362971,0.139012479717,0.1292064873,0.131367993525,0.129125412817,0.124990848735,0.123262323656,0.121992200301,0.129183349883,0.119420681114,0.135409669473,0.129445800576,0.128298451309,0.134589783092,0.121869838904,0.119826000087,0.121586557707,0.131602802828,0.123505012685,0.128672892682,0.147189206663,0.125102717686,0.137228573881,0.126256744234,0.128855260538,0.124559188794,0.130601558051,0.128603501214,0.126587018763
RDN18-1,0.939416995277,1.465059927624,1.350374963256,1.392259807135,2.973359767121,1.457453765284,7.420637806023,0.733182624947,0.7733975429,0.634859825517,1.134436751923,0.526697409745,0.909467952996,0.954260276226,2.273622607942,0.784644598847,0.64367798413,0.452459610386,0.646927005365,0.834408646182,0.550049788283,1.280194011435,1.330196035996,3.261828813612,1.644015387226,0.579991856383,0.578086850975,0.607798325752,0.776793755279,1.043516382053
RDN18-2,0.93764137592,1.462070993758,1.348686415762,1.392562885624,2.971490550039,1.456775847576,7.42167651958,0.732984016661,0.773563355612,0.634600599158,1.133726938248,0.526283836952,0.909272693742,0.953709749401,2.274251599499,0.785378238747,0.643083198422,0.452039764096,0.645928201106,0.833613844882,0.549334131616,1.279878427518,1.329764025713,3.262885649945,1.643888536701,0.578819362655,0.577780871773,0.608648305917,0.776160957464,1.042329162085
RDN25-1,1.663732127287,2.385374360636,1.982920647807,1.856555667129,3.153368256798,1.815985252992,6.37572884563,1.054202985808,1.08806950186,1.093531093151,1.409813220974,0.888610653771,1.184108786979,1.23460434841,2.287206905224,1.116982006861,1.029582069361,0.860168126625,1.047039712167,1.19809402099,0.942662346828,1.735862482942,1.704255426363,3.139821469862,1.67931013479,0.951040202741,0.952972392313,0.95435414413,1.183012448101,1.321920747157
RDN25-2,1.654372636842,2.373014339411,1.97252516044,1.848111483756,3.1427872099,1.808122946115,6.36206390437,1.047190391886,1.082202083897,1.085912609461,1.40186085542,0.881672629253,1.178744510601,1.22855599068,2.280647342105,1.111372455455,1.022922839881,0.854849332358,1.040275831375,1.190694625748,0.936490401504,1.726106678501,1.695368360229,3.127703187586,1.673612243758,0.945461911936,0.947357404668,0.949407380408,1.175356635174,1.315616241921
RDN5-1,0.132459700763,0.169087852948,0.154252757532,0.143072465488,0.150890943987,0.1626089249,0.142578667346,0.16431713905,0.154095548982,0.141302338781,0.15428767891,0.133375568976,0.125059411852,0.159712395221,0.159477395902,0.133383852486,0.158933528544,0.145952015456,0.15896171623,0.161532597082,0.179366893166,0.197821968553,0.203376124357,0.195992325272,0.138471985143,0.188438173874,0.158849170347,0.140017809838,0.214917844647,0.177256628912
RDN5-2,0.136790904684,0.159065479811,0.142230875717,0.126730210664,0.137710513837,0.146564282636,0.131527387259,0.161407643748,0.144496819486,0.132528364826,0.145811715361,0.135697612,0.131532042651,0.158522811929,0.137574679118,0.138488290891,0.15285421602,0.140991419163,0.155866358559,0.148807109771,0.139964269861,0.173240940621,0.175370533065,0.163479667282,0.138969084813,0.186344224275,0.158895727236,0.145651427958,0.177860550233,0.160301851574
RDN5-3,0.118375394191,0.127709882687,0.125796846134,0.119663096995,0.118904965814,0.126539277243,0.120676716564,0.11927084756,0.120228076912,0.117291881393,0.120411792694,0.120786985224,0.118436828739,0.122645463433,0.118643604744,0.119789840636,0.124898625657,0.119123101213,0.121871056194,0.122022267364,0.120178049262,0.128391888708,0.129562336795,0.126856526769,0.123303301794,0.130046147221,0.124974925988,0.122156246458,0.125780861038,0.121928004583
RDN5-4,0.118216778335,0.124101950918,0.122312264439,0.11807457808,0.117340074201,0.122922711622,0.117629379499,0.116059508873,0.117939767666,0.115391911409,0.11895417402,0.117641463329,0.116364653786,0.119277308104,0.117357050943,0.117243578732,0.121204067375,0.116629349043,0.117841755038,0.118511107181,0.118769190475,0.123145140195,0.122982349925,0.121417502847,0.120865075862,0.123628039138,0.1223953044,0.118985692924,0.122905921927,0.118417004726
RDN5-5,0.117291044135,0.119678111228,0.118794934674,0.117139411367,0.114986248032,0.118496018723,0.114935941296,0.112848170186,0.115430538099,0.113469430467,0.116934523646,0.114463119139,0.11450426651,0.115114491018,0.115485069722,0.114424501356,0.116604691498,0.114268415088,0.113766823321,0.11441308852,0.116439279601,0.117505254516,0.11649913761,0.115566559865,0.118619677573,0.117242014069,0.118258457157,0.115961977223,0.118103751474,0.114775021496
RDN58-1,0.929063733028,1.025855143041,0.868526051641,0.857197814327,1.188951986043,0.756437059144,2.054178821115,0.527719633476,0.44730556296,0.570512358958,0.563402767806,0.438781896488,0.444655068373,0.47372280457,0.672183756914,0.514958271738,0.42681753311,0.428625885692,0.505411588812,0.546543402252,0.517749318785,0.765632188718,0.819144497607,1.133610508913,0.53117188573,0.463492381727,0.425044971823,0.481018932054,0.527817355142,0.511529352855
RDN58-2,1.07986787688,1.228565322247,1.022479048606,0.997141341334,1.30209663618,0.872897731939,2.155305128485,0.599081237837,0.516859607462,0.67051174675,0.641278358167,0.511075864826,0.509767551224,0.543966093515,0.739932643478,0.582894306248,0.495086638947,0.500194274965,0.577626388765,0.628677322429,0.601295574448,0.888301684786,0.934514448872,1.236175106767,0.596450697899,0.526301232323,0.493731254819,0.554867165954,0.601077165901,0.587453226531
RPR1,0.121818015009,0.137318623651,0.120518923121,0.123128959145,0.126575178391,0.12114007058,0.120656001851,0.121871801413,0.121279699681,0.122826664472,0.121663496373,0.115815189863,0.119525754024,0.119257709735,0.121937549918,0.117804850368,0.118665435801,0.12123950239,0.117183370381,0.118713996765,0.117867953494,0.118800878612,0.120710200946,0.126476352257,0.120979278447,0.128412787499,0.122754113988,0.119730000441,0.123575330481,0.124358629875
RUF20,0.150446930037,0.135653471877,0.139850242447,0.135298539803,0.134324897819,0.129456774,0.138099423147,0.131544340249,0.140035003317,0.138990936653,0.132018118424,0.134830298813,0.131729213941,0.133630125098,0.132455276953,0.129325621394,0.140650655157,0.126943182972,0.142435404189,0.135381247236,0.14467613521,0.143430874261,0.138673030978,0.131763069448,0.129490163374,0.12936972292,0.136927734018,0.138941832362,0.136808795878,0.137757468572
RUF23,0.116270922456,0.117023293777,0.115241077302,0.115648931801,0.117012133306,0.117529814084,0.116088165661,0.120732340779,0.129975476114,0.122694175816,0.128156343093,0.118487292832,0.113385965939,0.114204602371,0.114162549455,0.116190058772,NA,0.118162267495,0.116554613375,0.114270600272,0.117422686626,0.114054872732,0.121234205694,0.117260579226,0.113829668144,0.116181083485,0.112495942871,0.11421591723,0.113973130224,0.113916472797
RUF5-1,0.132707921039,0.122086308694,0.129346434084,0.138961216963,0.123976599738,0.135380457482,0.135973108479,0.141378805376,0.137219925184,0.132827043257,0.137874892522,0.139529807184,0.141465990061,0.143850417713,0.142128394744,0.148623530563,0.151497424586,0.137039552496,0.138106444832,0.138759224017,0.138207482871,0.135896929877,0.145092377134,0.139256350408,0.145977899198,0.146510807977,0.141792597875,0.146813675667,0.149678998187,0.142893969208
RUF5-2,0.132629444431,0.121085209398,0.128856088889,0.138867987394,0.122478899564,0.135372233352,0.136239160569,0.141397994023,0.136832390521,0.132396603575,0.136190626326,0.13823486002,0.139578804591,0.142787877931,0.140712068922,0.146361583068,0.149100536041,0.136384442646,0.137643444127,0.139080778593,0.138236115907,0.135542980542,0.144076613947,0.138061805917,0.146053383054,0.145556758424,0.139608625227,0.146049152229,0.149438357768,0.142515718608
SCR1,0.120129360631,0.131399393669,0.123857047015,0.122645365456,0.173724661977,0.123183149333,0.193741128526,0.12034034074,0.116764575117,0.122680429346,0.12831100721,0.116993606746,0.121486057057,0.119180969992,0.146379524735,0.125802148768,0.114102296569,0.126791164234,0.130441540827,0.119528553791,0.120876283837,0.131567917078,0.125945500995,0.160074951687,0.117463964633,0.126756103313,0.12127774311,0.118727951065,0.124781255149,0.131372114497
